"gender","age","income","goal","career","dec","attr","sinc","intel","fun","amb","shar","like","prob","met"
0,27,40375,1,"Asset Management",0,5,8,8,8,7,7,7,7,1
0,24,NA,1,"a research position",0,7,7,7,8,6,8,7,7,2
0,24,NA,1,"a research position",0,7,6,8,7,8,6,6,5,2
0,24,NA,1,"a research position",0,6,5,5,6,6,7,7,7,2
0,24,NA,1,"a research position",0,8,7,7,8,8,7,7,6,2
0,24,NA,1,"a research position",0,5,6,5,7,5,6,5,5,2
0,23,48929,1,"professor",1,8,9,7,9,10,8,9,6,2
0,23,48929,1,"professor",1,7,8,9,8,7,8,7,5,2
0,23,48929,1,"professor",0,7,7,8,5,8,5,6,6,2
0,23,48929,1,"professor",1,8,9,9,9,10,7,8,9,2
0,23,48929,1,"professor",0,6,5,6,5,6,4,5,2,2
0,26,NA,1,"teaching",0,8,5,NA,NA,NA,5,6,6,2
0,26,NA,1,"teaching",1,8,8,8,NA,NA,2,7,6,2
0,26,NA,1,"teaching",1,7,8,NA,8,4,6,6,NA,2
0,26,NA,1,"teaching",1,8,8,8,8,NA,NA,8,7,2
0,26,NA,1,"teaching",1,7,NA,NA,8,8,NA,6,5,2
0,NA,NA,NA,NA,0,8,8,8,8,8,8,8,1,2
0,NA,NA,NA,NA,1,10,10,10,10,10,10,10,NA,1
0,NA,NA,NA,NA,0,3,8,8,5,8,1,5,1,2
0,NA,NA,NA,NA,0,8,8,8,8,8,8,8,1,1
0,NA,NA,NA,NA,0,6,8,8,8,8,8,8,1,1
1,26,78193,1,"Real Estate",1,8,8,9,8,9,7,7,6,1
1,26,78193,1,"Real Estate",0,6,10,10,6,7,5,7,6,2
1,26,78193,1,"Real Estate",1,9,9,9,8,8,7,9,6,2
1,26,78193,1,"Real Estate",1,7,8,8,7,7,6,7,6,2
1,26,78193,1,"Real Estate",1,6,8,9,7,9,6,8,6,2
1,32,63351,1,"investment banking",1,8,7,4,6,6,4,8,6,2
1,32,63351,1,"investment banking",0,3,8,8,9,8,1,1,1,2
1,32,63351,1,"investment banking",0,3,8,8,2,7,1,1,8,2
1,32,63351,1,"investment banking",0,4,6,6,1,7,1,1,8,2
1,32,63351,1,"investment banking",1,7,8,10,9,9,8,9,9,NA
1,37,NA,1,"engineering professional",1,8,NA,8,8,7,NA,8,6,2
1,37,NA,1,"engineering professional",1,6,8,10,6,8,NA,6,7,2
1,37,NA,1,"engineering professional",1,7,9,9,7,6,NA,7,6,2
1,37,NA,1,"engineering professional",0,6,NA,NA,6,5,NA,6,7,2
1,37,NA,1,"engineering professional",1,8,8,NA,8,8,NA,8,8,2
1,29,NA,1,"Investment Banking",1,7,7,7,7,7,7,7,7,1
1,29,NA,1,"Investment Banking",0,5,9,8,6,8,6,6,6,2
1,29,NA,1,"Investment Banking",0,6.5,8,7.5,7,7,NA,6.5,7,2
1,29,NA,1,"Investment Banking",1,6.5,8,8,7,7,7,7,7,2
1,29,NA,1,"Investment Banking",0,5,5,6,8,6,8,6.5,7,1
1,28,NA,1,"MBA",1,8,7,7,7,7,8,7,7,1
1,28,NA,1,"MBA",1,6,10,9,9,6,5,8,8,2
1,28,NA,1,"MBA",1,7,8,8,7,6,5,7,7,2
1,28,NA,1,"MBA",1,8,9,8,8,6,5,8,8,2
1,28,NA,1,"MBA",0,3,7,8,4,8,4,4,7,2
0,24,50745,1,"professor",0,4,5,6,4,6,4,4,9,0
0,24,50745,1,"professor",1,5,10,9,8,7,5,9,9,0
0,24,50745,1,"professor",1,8,8,8,8,10,6,8,7,0
0,24,50745,1,"professor",1,10,10,9,8,8,7,9,8,0
0,24,50745,1,"professor",1,8,10,9,8,8,5,8,6,1
0,24,50745,1,"professor",1,6,8,8,8,8,7,8,10,1
0,24,50745,1,"professor",1,8,9,10,8,5,6,7,6,0
0,24,50745,1,"professor",0,6,8,7,6,5,7,7,2,0
0,24,50745,1,"professor",0,8,6,6,8,9,5,5,5,0
0,24,50745,1,"professor",1,8,8,8,8,8,8,8,8,0
0,24,50745,1,"professor",1,6,9,9,10,9,10,10,10,0
0,24,50745,1,"professor",1,10,10,10,10,10,10,10,9,0
0,24,50745,1,"professor",0,4,7,7,9,8,7,9,10,0
0,24,50745,1,"professor",1,4,10,9,5,6,2,7,10,0
0,24,50745,1,"professor",1,8,7,8,8,8,8,8,8,0
0,24,50745,1,"professor",1,6,4,8,9,9,9,8,7,0
0,33,NA,2,"law",0,5,6,8,6,7,NA,5,5,0
0,33,NA,2,"law",0,4,6,8,5,NA,5,5,5,0
0,33,NA,2,"law",0,5,5,7,8,7,4,5,5,0
0,33,NA,2,"law",1,5,6,8,9,8,6,8,5,0
0,33,NA,2,"law",0,6,7,9,8,9,NA,7,4,0
0,33,NA,2,"law",1,9,8,9,8,9,8,8,6,1
0,33,NA,2,"law",1,8,7,9,8,8,NA,8,5,0
0,33,NA,2,"law",1,10,9,9,10,6,NA,9,6,0
0,33,NA,2,"law",1,9,8,9,8,8,NA,8,5,0
0,33,NA,2,"law",0,5,6,7,6,4,NA,5,5,0
0,33,NA,2,"law",1,7,8,9,9,9,NA,7,5,0
0,33,NA,2,"law",1,8,9,9,8,8,8,8,5,0
0,33,NA,2,"law",0,5,5,9,6,7,8,4,5,0
0,33,NA,2,"law",1,8,9,9,7,8,8,9,8,0
0,33,NA,2,"law",1,8,8,9,8,8,NA,9,8,0
0,33,NA,2,"law",0,7,5,8,9,8,NA,7,5,0
0,23,29279,1,"research",0,4,6,7,4,7,4,4,7,0
0,23,29279,1,"research",0,4,7,8,5,7,4,4,8,0
0,23,29279,1,"research",0,7,8,8,8,8,7,7,7,0
0,23,29279,1,"research",1,8,8,8,10,7,9,9,5,1
0,23,29279,1,"research",1,7,7,8,8,7,7,9,5,1
0,23,29279,1,"research",0,6,7,7,8,7,7,7,8,0
0,23,29279,1,"research",0,8,8,7,7,6,7,8,0,0
0,23,29279,1,"research",0,7,6,6,5,6,5,6,8,0
0,23,29279,1,"research",0,7,8,8,7,7,6,7,8,0
0,23,29279,1,"research",0,6,7,8,7,7,7,6,6,0
0,23,29279,1,"research",0,5,5,6,6,5,5,5,8,1
0,23,29279,1,"research",1,7,7,8,8,6,7,7,6,1
0,23,29279,1,"research",0,5,7,8,6,7,5,5,7,1
0,23,29279,1,"research",0,5,7,8,7,7,6,6,8,0
0,23,29279,1,"research",0,5,8,7,7,8,7,7,9,0
0,23,29279,1,"research",0,6,7,8,6,7,6,6,8,0
0,24,38774,2,"Neuroscientist/Professor",0,7,10,10,7,9,8,8,5,0
0,24,38774,2,"Neuroscientist/Professor",0,7,10,10,10,10,8,8,5,0
0,24,38774,2,"Neuroscientist/Professor",0,8,10,7,10,7,5,7,5,0
0,24,38774,2,"Neuroscientist/Professor",1,10,9,9,9,8,7,9,1,1
0,24,38774,2,"Neuroscientist/Professor",0,9,9,9,8,9,8,8,1,1
0,24,38774,2,"Neuroscientist/Professor",1,9,9,8,7,9,7,9,5,0
0,24,38774,2,"Neuroscientist/Professor",1,9,10,10,9,8,9,9,5,0
0,24,38774,2,"Neuroscientist/Professor",0,8,8,7,7,5,4,2,5,0
0,24,38774,2,"Neuroscientist/Professor",0,7,7,7,7,7,4,3,1,0
0,24,38774,2,"Neuroscientist/Professor",0,10,9,9,8,7,4,8,1,0
0,24,38774,2,"Neuroscientist/Professor",0,6,9,8,8,7,10,8,1,0
0,24,38774,2,"Neuroscientist/Professor",0,9,7,9,7,7,5,7,1,1
0,24,38774,2,"Neuroscientist/Professor",0,8,10,9,7,7,10,9,5,0
0,24,38774,2,"Neuroscientist/Professor",0,9,9,9,7,8,5,8,5,0
0,24,38774,2,"Neuroscientist/Professor",1,9,9,9,7,8,7,9,5,0
0,24,38774,2,"Neuroscientist/Professor",1,8,10,10,10,10,10,10,6,0
0,36,58802,4,"Education",0,4,6,8,NA,NA,NA,4,3,0
0,36,58802,4,"Education",0,5,7,10,8,NA,NA,7,5,0
0,36,58802,4,"Education",0,8,10,7,8,8,NA,7,8,0
0,36,58802,4,"Education",0,6,8,8,NA,NA,NA,6,3,0
0,36,58802,4,"Education",0,5,5,10,NA,8,NA,5,2,0
0,36,58802,4,"Education",0,6,8,8,8,NA,NA,6,3,0
0,36,58802,4,"Education",1,10,9,10,10,8,8,10,10,1
0,36,58802,4,"Education",0,8,8,7,NA,NA,7,6,3,0
0,36,58802,4,"Education",0,5,8,6,6,NA,NA,6,5,0
0,36,58802,4,"Education",0,5,7,8,7,NA,NA,6,3,0
0,36,58802,4,"Education",0,6,8,10,NA,NA,NA,6,3,0
0,36,58802,4,"Education",0,8,8,8,8,NA,NA,7,4,0
0,36,58802,4,"Education",0,6,8,8,NA,NA,NA,6,3,0
0,36,58802,4,"Education",0,8,8,8,7,NA,NA,7,6,0
0,36,58802,4,"Education",0,8,8,8,7,NA,NA,6,4,0
0,36,58802,4,"Education",0,6,8,8,8,NA,NA,5,3,0
0,26,41831,5,"Business",0,5,5,8,5,5,5,5,4,0
0,26,41831,5,"Business",0,5,6,8,5,5,4,5,4,0
0,26,41831,5,"Business",1,8,6,7,8,9,7,8,10,1
0,26,41831,5,"Business",1,7,6,7,6,6,5,6,6,0
0,26,41831,5,"Business",0,5,6,6,6,5,4,5,5,0
0,26,41831,5,"Business",1,7,8,8,7,7,8,8,6,0
0,26,41831,5,"Business",0,6,8,8,6,6,5,5,5,0
0,26,41831,5,"Business",1,7,7,7,5,6,5,6,6,0
0,26,41831,5,"Business",1,8,8,8,6,8,7,7,9,1
0,26,41831,5,"Business",0,6,6,6,6,6,5,6,5,0
0,26,41831,5,"Business",0,4,8,8,4,4,3,4,6,0
0,26,41831,5,"Business",1,8,7,8,7,7,5,7,6,0
0,26,41831,5,"Business",0,4,7,8,4,6,4,5,5,0
0,26,41831,5,"Business",0,4,7,9,4,6,3,5,5,0
0,26,41831,5,"Business",1,8,10,10,10,8,8,10,10,1
0,26,41831,5,"Business",0,6,8,8,8,4,5,6,6,0
0,27,NA,5,"Business",0,4,8,8,2,6,1,1,1,0
0,27,NA,5,"Business",0,3,8,8,2,7,1,2,1,0
0,27,NA,5,"Business",0,7,5,7,8,8,6,5,1,1
0,27,NA,5,"Business",0,5,8,8,5,5,1,4,1,0
0,27,NA,5,"Business",0,6,8,8,4,9,7,8,5,0
0,27,NA,5,"Business",1,7,9,9,8,8,7,8,5,0
0,27,NA,5,"Business",0,4,6,7,6,7,2,4,2,0
0,27,NA,5,"Business",0,6,7,6,1,5,2,1,1,0
0,27,NA,5,"Business",0,7,8,7,5,5,2,7,2,1
0,27,NA,5,"Business",0,3,8,8,5,8,2,6,1,0
0,27,NA,5,"Business",0,2,8,8,4,2,2,5,1,0
0,27,NA,5,"Business",1,8,8,8,5,5,2,6,3,0
0,27,NA,5,"Business",0,3,8,8,4,8,1,4,1,0
0,27,NA,5,"Business",0,4,8,8,7,8,5,9,3,0
0,27,NA,5,"Business",0,7,8,8,10,10,7,9,5,1
0,27,NA,5,"Business",0,7,9,9,5,8,2,7,2,0
0,28,52186,1,"Professor and Government Official",0,6,7,7,4,7,NA,5,6,0
0,28,52186,1,"Professor and Government Official",0,4,7,8,4,6,7,4,8,0
0,28,52186,1,"Professor and Government Official",1,9,7,8,8,8,6,8,6,0
0,28,52186,1,"Professor and Government Official",0,8,6,8,8,6,8,7,3,0
0,28,52186,1,"Professor and Government Official",0,4,8,7,4,8,NA,6,8,0
0,28,52186,1,"Professor and Government Official",0,5,6,6,4,4,4,5,7,0
0,28,52186,1,"Professor and Government Official",0,3,7,8,3,3,3,3,8,0
0,28,52186,1,"Professor and Government Official",0,8,7,6,4,4,NA,NA,NA,0
0,28,52186,1,"Professor and Government Official",1,8,5,6,3,7,8,7,7,0
0,28,52186,1,"Professor and Government Official",0,4,6,7,7,5,8,5,7,0
0,28,52186,1,"Professor and Government Official",0,4,7,8,4,7,NA,4,7,0
0,28,52186,1,"Professor and Government Official",1,8,7,8,7,7,8,7,7,0
0,28,52186,1,"Professor and Government Official",0,4,8,7,4,8,NA,4,8,0
0,28,52186,1,"Professor and Government Official",1,6,8,8,6,7,NA,7,6,0
0,28,52186,1,"Professor and Government Official",1,7,7,7,6,6,6,7,NA,0
0,28,52186,1,"Professor and Government Official",1,5,8,8,7,4,NA,6,5,0
0,31,55080,4,"professor",0,5,5,8,6,9,NA,5,4,0
0,31,55080,4,"professor",0,5,8,10,8,8,NA,7,NA,0
0,31,55080,4,"professor",0,9,7,7,7,7,2,7,1,0
0,31,55080,4,"professor",0,8,5,8,8,8,7,7,2,0
0,31,55080,4,"professor",0,6,6,7,6,6,5,7,4,0
0,31,55080,4,"professor",0,7,7,8,8,6,NA,7,4,0
0,31,55080,4,"professor",0,8,7,6,7,6,7,7,5,0
0,31,55080,4,"professor",1,9,8,8,7,8,NA,7,4,0
0,31,55080,4,"professor",0,6,5,6,5,8,NA,5,4,0
0,31,55080,4,"professor",1,7,7,8,8,8,8,7,5,0
0,31,55080,4,"professor",0,7,8,8,8,8,NA,8,6,0
0,31,55080,4,"professor",1,9,9,9,9,9,7,9,5,0
0,31,55080,4,"professor",0,5,6,9,6,9,3,8,5,0
0,31,55080,4,"professor",0,6,7,9,6,9,NA,7,4,0
0,31,55080,4,"professor",0,6,7,8,7,8,NA,7,4,0
0,31,55080,4,"professor",0,6,8,8,8,8,NA,8,5,0
0,28,NA,3,"international development work",0,4,5,5,1,3,1,2,3,0
0,28,NA,3,"international development work",0,3,7,7,4,6,5,6,4,0
0,28,NA,3,"international development work",0,8,6,8,7,7,6,6,7,0
0,28,NA,3,"international development work",0,9,7,8,8,7,7,9,8,0
0,28,NA,3,"international development work",1,9,8,7,7,6,9,8,8,0
0,28,NA,3,"international development work",0,7,5,7,8,7,7,7.5,6,0
0,28,NA,3,"international development work",0,6,8,8,5,7,8,7,7,0
0,28,NA,3,"international development work",0,8,5,5,4,6,5,4,4,0
0,28,NA,3,"international development work",0,6,4,6,6,5,6,5,6,0
0,28,NA,3,"international development work",0,6,3,6,5,4,7,3,3,0
0,28,NA,3,"international development work",0,6,3,7,4,5,4,4,5,0
0,28,NA,3,"international development work",0,7,8,7,7,7,NA,7,7,0
0,28,NA,3,"international development work",0,3,8,8,3,7,2,4,6,0
0,28,NA,3,"international development work",0,5,7,6,5,7,NA,5,6,0
0,28,NA,3,"international development work",0,7,8,7,6,7,8,7,7,0
0,28,NA,3,"international development work",1,8,7,8,9,6,10,9,9,0
0,27,NA,1,"professor",0,6,7,7,6,8,6,6,6,0
0,27,NA,1,"professor",0,4,6,5,4,NA,NA,5,6,0
0,27,NA,1,"professor",0,6,8,7,7,7,4,6,5,0
0,27,NA,1,"professor",1,8,8,8,8,9,9,8,7,0
0,27,NA,1,"professor",0,5,6,8,7,NA,8,7,5,0
0,27,NA,1,"professor",0,7,8,7,7,6,8,NA,NA,NA
0,27,NA,1,"professor",1,6,8,8,7,NA,9,7,7,0
0,27,NA,1,"professor",1,8,8,7,8,8,9,9,6,0
0,27,NA,1,"professor",0,5,5,6,5,NA,7,5,4,0
0,27,NA,1,"professor",1,7,9,8,8,8,7,NA,8,0
0,27,NA,1,"professor",0,4,7,7,6,7,5,6,7,0
0,27,NA,1,"professor",1,8,9,9,8,8,6,8,7,0
0,27,NA,1,"professor",0,4,6,7,6,8,NA,6,5,0
0,27,NA,1,"professor",0,6,7,8,8,NA,8,7,5,0
0,27,NA,1,"professor",0,6,8,7,8,9,NA,7,8,NA
0,27,NA,1,"professor",0,5,8,8,6,7,7,7,7,0
0,28,NA,2,"professor",0,6,6,8,6,NA,NA,5,5,0
0,28,NA,2,"professor",1,5,5,6,8,NA,5,5,5,0
0,28,NA,2,"professor",0,5,6,6,6,6,NA,5,5,0
0,28,NA,2,"professor",1,7,7,7,7,NA,6,5,5,0
0,28,NA,2,"professor",1,5,5,7,6,7,6,5,5,0
0,28,NA,2,"professor",1,8,8,8,8,6,7,8,7,0
0,28,NA,2,"professor",1,6,6,7,7,NA,6,7,6,0
0,28,NA,2,"professor",0,5,5,5,5,NA,6,5,5,0
0,28,NA,2,"professor",0,4,4,5,4,NA,NA,4,4,0
0,28,NA,2,"professor",1,5,6,7,7,NA,5,5,5,0
0,28,NA,2,"professor",1,5,6,6,6,NA,NA,6,7,0
0,28,NA,2,"professor",1,7,7,7,7,NA,6,7,6,0
0,28,NA,2,"professor",0,5,5,7,5,NA,4,4,4,0
0,28,NA,2,"professor",1,6,6,7,7,7,NA,5,5,0
0,28,NA,2,"professor",1,6,5,6,6,7,NA,6,5,0
0,28,NA,2,"professor",0,5,5,6,6,NA,NA,5,5,0
0,27,97857,6,"finance",0,5,8,10,5,8,7,5,5,0
0,27,97857,6,"finance",0,6,8,9,8,9,5,7,5,0
0,27,97857,6,"finance",0,9,9,9,9,9,9,8,5,1
0,27,97857,6,"finance",1,10,8,9,9,8,6,8,5,0
0,27,97857,6,"finance",0,5,8,8,7,7,2,5,3,0
0,27,97857,6,"finance",1,9,9,8,9,8,6,8,3,0
0,27,97857,6,"finance",0,7,9,9,9,7,5,7,5,0
0,27,97857,6,"finance",0,7,9,7,5,5,4,5,3,0
0,27,97857,6,"finance",1,9,9,9,9,9,7,8,5,1
0,27,97857,6,"finance",0,8,8,8,8,8,8,8,3,0
0,27,97857,6,"finance",0,5,9,7,5,7,5,5,5,0
0,27,97857,6,"finance",1,9,9,9,9,8,9,8,6,0
0,27,97857,6,"finance",0,6,10,10,5,9,6,6,5,0
0,27,97857,6,"finance",1,8,9,9,8,8,8,8,5,0
0,27,97857,6,"finance",1,9,10,10,10,10,8,8,3,1
0,27,97857,6,"finance",1,9,9,10,9,9,7,8,5,0
0,27,74624,2,"Nonprofit",0,2,6,7,2,7,2,2,5,0
0,27,74624,2,"Nonprofit",0,1,4,6,3,6,2,1,3,0
0,27,74624,2,"Nonprofit",0,7,7,6,7,6,6,6,5,0
0,27,74624,2,"Nonprofit",1,8,7,7,8,7,5,7,5,0
0,27,74624,2,"Nonprofit",0,2,4,6,4,6,3,3,3,0
0,27,74624,2,"Nonprofit",0,6,7,6,6,5,7,6,6,0
0,27,74624,2,"Nonprofit",0,6,8,7,7,8,8,8,8,0
0,27,74624,2,"Nonprofit",0,7,6,5,6,4,5,5,5,0
0,27,74624,2,"Nonprofit",0,8,7,7,6,6,5,5,5,0
0,27,74624,2,"Nonprofit",0,5,5,6,6,6,3,4,4,0
0,27,74624,2,"Nonprofit",0,3,6,4,6,6,3,4,4,0
0,27,74624,2,"Nonprofit",1,8,8,8,7,8,6,8,5,0
0,27,74624,2,"Nonprofit",0,2,8,8,3,8,6,8,5,0
0,27,74624,2,"Nonprofit",0,4,7,7,4,8,5,5,7,0
0,27,74624,2,"Nonprofit",0,5,8,8,6,7,7,6,6,0
0,27,74624,2,"Nonprofit",0,3,8,8,4,8,6,5,7,0
0,30,21590,2,"Marketing and Media",0,4,7,10,3,10,3,3,3,0
0,30,21590,2,"Marketing and Media",0,3,10,10,6,10,3,3,3,0
0,30,21590,2,"Marketing and Media",1,7,10,10,9,10,10,8,10,1
0,30,21590,2,"Marketing and Media",1,8,9,10,7,9,5,8,7,0
0,30,21590,2,"Marketing and Media",0,7,6,10,3,8,10,4,1,0
0,30,21590,2,"Marketing and Media",1,6,9,10,7,10,8,7,6,0
0,30,21590,2,"Marketing and Media",0,7,9,10,6,10,6,6,6,0
0,30,21590,2,"Marketing and Media",0,8,5,10,7,8,6,5,5,0
0,30,21590,2,"Marketing and Media",0,7,6,10,9,10,6,7,6,0
0,30,21590,2,"Marketing and Media",0,6,9,10,6,9,4,6,5,0
0,30,21590,2,"Marketing and Media",0,6,9,10,9,10,5,7,7,0
0,30,21590,2,"Marketing and Media",1,7,9,10,8,9,10,9,9,0
0,30,21590,2,"Marketing and Media",0,4,8,10,3,10,8,3,2,0
0,30,21590,2,"Marketing and Media",0,5,8,10,2,9,2,2,2,0
0,30,21590,2,"Marketing and Media",1,5,9,10,8,10,7,8,8,0
0,30,21590,2,"Marketing and Media",1,6,9,10,9,9,7,8,7,0
0,28,38832,1,"Brand Management",0,2,3,3,2,3,1,1,3,0
0,28,38832,1,"Brand Management",0,2,6,6,6,5,4,3,5,0
0,28,38832,1,"Brand Management",0,7,6,7,10,9,8,7,8,1
0,28,38832,1,"Brand Management",1,7,7,6,7,6,7,6,6,0
0,28,38832,1,"Brand Management",0,3,5,7,2,5,2,1,4,0
0,28,38832,1,"Brand Management",0,5,7,6,5,5,4,3,5,0
0,28,38832,1,"Brand Management",0,5,6,6,7,7,6,6,6,0
0,28,38832,1,"Brand Management",0,6,7,7,4,5,4,4,5,0
0,28,38832,1,"Brand Management",0,6,7,7,7,7,6,7,7,0
0,28,38832,1,"Brand Management",0,4,5,5,6,3,4,3,5,0
0,28,38832,1,"Brand Management",0,2,8,8,7,6,7,2,6,0
0,28,38832,1,"Brand Management",1,8,7,7,8,7,8,7,6,0
0,28,38832,1,"Brand Management",0,3,6,7,4,5,3,3,4,0
0,28,38832,1,"Brand Management",0,5,7,7,6,7,5,6,6,0
0,28,38832,1,"Brand Management",0,7,7,7,8,7,7,6,7,0
0,28,38832,1,"Brand Management",0,5,6,5,6,5,6,3,7,0
1,23,37248,4,"physicist, probably academia",1,10,8,8,7,7,5,9,5,0
1,23,37248,4,"physicist, probably academia",1,6,8,9,6,8,7,7,5,0
1,23,37248,4,"physicist, probably academia",1,9,9,9,7,7,8,9,7,0
1,23,37248,4,"physicist, probably academia",1,9,8,9,7,7,8,9,6,0
1,23,37248,4,"physicist, probably academia",1,8,9,8,7,7,8,9,5,0
1,23,37248,4,"physicist, probably academia",1,9,7,7,9,8,6,8,4,0
1,23,37248,4,"physicist, probably academia",1,9,8,8,7,7,7,8,5,0
1,23,37248,4,"physicist, probably academia",1,9,9,9,8,7,6,8,5,0
1,23,37248,4,"physicist, probably academia",1,10,8,9,7,7,7,9,5,0
1,23,37248,4,"physicist, probably academia",1,10,8,8,9,7,6,9,4,0
1,23,37248,4,"physicist, probably academia",1,9,9,8,7,7,6,8,4,0
1,23,37248,4,"physicist, probably academia",1,7,9,8,6,7,6,7,5,0
1,23,37248,4,"physicist, probably academia",1,9,9,7,8,7,6,8,4,0
1,23,37248,4,"physicist, probably academia",1,10,9,9,8,7,7,9,6,0
1,23,37248,4,"physicist, probably academia",1,9,8,8,8,7,6,8,5,0
1,23,37248,4,"physicist, probably academia",1,9,8,8,7,6,5,7,4,0
1,28,NA,1,"Academic",1,7,7,7,6,NA,4,7,5,0
1,28,NA,1,"Academic",0,5,7,7,5,4,4,5,5,0
1,28,NA,1,"Academic",1,8,8,8,8,7,9,9,7,0
1,28,NA,1,"Academic",1,8,8,8,7,7,9,8,6,0
1,28,NA,1,"Academic",0,6,8,8,5,6,NA,5,3,0
1,28,NA,1,"Academic",0,6,6,6,6,6,3,5,4,0
1,28,NA,1,"Academic",0,7,6,6,5,5,NA,6,4,0
1,28,NA,1,"Academic",1,8,9,7,7,7,6,7,6,0
1,28,NA,1,"Academic",1,8,9,9,8,8,5,8,7,0
1,28,NA,1,"Academic",1,8,8,7,7,7,NA,7,4,0
1,28,NA,1,"Academic",0,7,7,7,5,NA,3,5,5,0
1,28,NA,1,"Academic",1,7,7,7,6,6,5,7,8,0
1,28,NA,1,"Academic",1,7,8,7,7,8,6,7,6,0
1,28,NA,1,"Academic",1,7,9,8,7,5,NA,7,4,0
1,28,NA,1,"Academic",0,6,7,7,5,5,NA,5,3,0
1,28,NA,1,"Academic",0,6,10,6,6,NA,NA,5,1,0
1,29,28240,2,"Real Estate/ Private Equity",0,6,9,8,7,9,NA,6,7,0
1,29,28240,2,"Real Estate/ Private Equity",0,4,9,7,5,8,3,4,5,0
1,29,28240,2,"Real Estate/ Private Equity",0,6,8,9,9,9,7,7,6,0
1,29,28240,2,"Real Estate/ Private Equity",0,4,8,9,4,10,3,5,5,0
1,29,28240,2,"Real Estate/ Private Equity",0,5,8,NA,6,7,NA,4,4,0
1,29,28240,2,"Real Estate/ Private Equity",1,8,10,9,8,8,7,6,8,1
1,29,28240,2,"Real Estate/ Private Equity",1,7,8,8,8,8,7,7,7,0
1,29,28240,2,"Real Estate/ Private Equity",1,6,9,9,6,8,NA,5,5,0
1,29,28240,2,"Real Estate/ Private Equity",1,7,10,9,8,8,3,7,7,0
1,29,28240,2,"Real Estate/ Private Equity",1,8,8,NA,8,7,8,8,7,0
1,29,28240,2,"Real Estate/ Private Equity",0,7,9,10,6,9,3,5,5,0
1,29,28240,2,"Real Estate/ Private Equity",0,7,9,8,6,7,2,4,4,0
1,29,28240,2,"Real Estate/ Private Equity",1,8,8,8,7,8,7,7,5,0
1,29,28240,2,"Real Estate/ Private Equity",0,7,8,8,8,NA,NA,6,7,0
1,29,28240,2,"Real Estate/ Private Equity",1,8,10,8,9,9,10,8,9,1
1,29,28240,2,"Real Estate/ Private Equity",1,10,8,8,9,9,8,8,7,1
1,22,53771,2,"undecided",0,8,7,8,7,6,4,7,6,0
1,22,53771,2,"undecided",0,5,10,8,5,10,6,4,5,0
1,22,53771,2,"undecided",0,6,8,10,9,3,1,5,3,1
1,22,53771,2,"undecided",0,6,8,10,7,5,3,4,2,1
1,22,53771,2,"undecided",0,5,6,7,4,5,5,4,3,0
1,22,53771,2,"undecided",0,7,8,9,10,6,6,4,3,0
1,22,53771,2,"undecided",0,6,6,8,5,7,5,5,4,0
1,22,53771,2,"undecided",0,7,6,7,5,8,7,7,5,0
1,22,53771,2,"undecided",0,8,8,10,8,6,5,6,3,0
1,22,53771,2,"undecided",1,10,8,8,9,8,5,8,4,0
1,22,53771,2,"undecided",0,7,10,9,6,5,2,6,5,0
1,22,53771,2,"undecided",0,7,9,6,6,5,3,5,3,0
1,22,53771,2,"undecided",1,9,9,8,9,7,6,8,8,0
1,22,53771,2,"undecided",1,7,8,8,10,7,6,7,6,0
1,22,53771,2,"undecided",0,7,9,10,8,8,4,5,3,0
1,22,53771,2,"undecided",0,8,8,8,9,7,6,6,5,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,6,7,7,6,6,5,5,5,1
1,27,NA,2,"pharmaceuticals and biotechnology",0,3,6,6,2,7,2,3,4,0
1,27,NA,2,"pharmaceuticals and biotechnology",1,8,7,7,7,7,5,8,10,1
1,27,NA,2,"pharmaceuticals and biotechnology",0,5,6,7,7,6,5,6,3,1
1,27,NA,2,"pharmaceuticals and biotechnology",0,4,6,8,3,6,3,4,3,0
1,27,NA,2,"pharmaceuticals and biotechnology",1,5,7,7,8,7,5,5,4,0
1,27,NA,2,"pharmaceuticals and biotechnology",1,6,6,7,7,6,7,6,5,0
1,27,NA,2,"pharmaceuticals and biotechnology",1,8,6,6,7,7,5,6,4,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,6,9,8,5,6,3,5,5,0
1,27,NA,2,"pharmaceuticals and biotechnology",1,8,7,7,7,6,9,9,6,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,6,7,7,5,6,4,4,4,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,5,7,6,3,7,3,4,3,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,7,6,7,6,7,3,4,2,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,6,5,3,4,7,3,4,3,0
1,27,NA,2,"pharmaceuticals and biotechnology",1,5,7,7,5,9,6,6,4,0
1,27,NA,2,"pharmaceuticals and biotechnology",0,5,5,6,6,7,3,5,3,0
1,26,56096,4,"college art teacher",0,7,7,7,5,6,5,6,2,0
1,26,56096,4,"college art teacher",0,5,8,7,6,6,4,5,2,1
1,26,56096,4,"college art teacher",0,8,8,8,6,6,5,6,4,0
1,26,56096,4,"college art teacher",0,6,7,6,8,5,3,5,3,0
1,26,56096,4,"college art teacher",0,5,8,7,6,7,7,6,3,0
1,26,56096,4,"college art teacher",0,7,9,7,8,7,8,6,6,0
